Time,Altitude,Position East of launch,Position North of launch,Latitude,Longitude
48.476,641.05,16.478,56.161,28.563,-80.577
48.483,640.589,16.494,56.188,28.563,-80.577
48.49,640.128,16.51,56.215,28.563,-80.577
48.497,639.664,16.526,56.241,28.563,-80.577
48.504,639.201,16.542,56.268,28.563,-80.577
48.511,638.729,16.558,56.296,28.563,-80.577
48.518,638.257,16.574,56.323,28.563,-80.577
48.526,637.784,16.59,56.351,28.563,-80.577
48.533,637.31,16.607,56.378,28.563,-80.577
48.54,636.832,16.623,56.406,28.563,-80.577
48.547,636.352,16.64,56.434,28.563,-80.577
48.554,635.869,16.657,56.463,28.563,-80.577
48.564,635.244,16.678,56.499,28.563,-80.577
48.572,634.678,16.698,56.532,28.563,-80.577
48.581,634.101,16.718,56.566,28.563,-80.577
48.591,633.454,16.74,56.603,28.563,-80.577
48.6,632.871,16.759,56.637,28.563,-80.577
48.607,632.395,16.776,56.665,28.563,-80.577
48.616,631.795,16.797,56.7,28.563,-80.577
48.625,631.207,16.818,56.735,28.563,-80.577
48.632,630.735,16.835,56.764,28.563,-80.577
48.639,630.272,16.851,56.792,28.563,-80.577
48.646,629.804,16.869,56.821,28.563,-80.577
48.654,629.329,16.886,56.851,28.563,-80.577
48.663,628.717,16.909,56.888,28.563,-80.577
48.673,628.075,16.932,56.927,28.563,-80.577
48.683,627.422,16.956,56.967,28.563,-80.577
48.692,626.811,16.978,57.004,28.563,-80.577
48.7,626.269,16.997,57.037,28.563,-80.577
48.707,625.792,17.014,57.066,28.563,-80.577
48.716,625.21,17.035,57.101,28.563,-80.577
48.725,624.665,17.055,57.135,28.563,-80.577
48.732,624.169,17.074,57.165,28.563,-80.577
48.739,623.702,17.091,57.194,28.563,-80.577
48.747,623.218,17.109,57.224,28.563,-80.577
48.756,622.656,17.13,57.259,28.563,-80.577
48.763,622.178,17.148,57.289,28.563,-80.577
48.77,621.7,17.166,57.319,28.563,-80.577
48.778,621.221,17.184,57.348,28.563,-80.577
48.787,620.587,17.207,57.388,28.563,-80.577
48.797,619.934,17.231,57.428,28.563,-80.577
48.807,619.281,17.255,57.468,28.563,-80.577
48.817,618.672,17.277,57.506,28.563,-80.577
48.827,618.033,17.301,57.545,28.563,-80.577
48.835,617.498,17.32,57.578,28.563,-80.577
48.843,616.974,17.339,57.61,28.563,-80.577
48.851,616.448,17.358,57.642,28.563,-80.577
48.86,615.901,17.378,57.675,28.563,-80.577
48.868,615.375,17.397,57.708,28.563,-80.577
48.876,614.853,17.416,57.74,28.563,-80.577
48.884,614.325,17.436,57.773,28.563,-80.577
48.892,613.783,17.456,57.806,28.563,-80.577
48.901,613.215,17.477,57.842,28.563,-80.577
48.911,612.607,17.5,57.88,28.563,-80.577
48.918,612.132,17.518,57.91,28.563,-80.577
48.926,611.653,17.537,57.94,28.563,-80.577
48.933,611.174,17.555,57.971,28.563,-80.577
48.94,610.694,17.573,58.002,28.563,-80.577
48.948,610.215,17.592,58.032,28.563,-80.577
48.955,609.738,17.61,58.063,28.563,-80.577
48.963,609.263,17.628,58.093,28.563,-80.577
48.97,608.786,17.647,58.124,28.563,-80.577
48.978,608.31,17.665,58.155,28.563,-80.577
48.985,607.831,17.684,58.186,28.563,-80.577
48.993,607.354,17.702,58.217,28.563,-80.577
49,606.878,17.721,58.247,28.563,-80.577
49.008,606.395,17.739,58.278,28.563,-80.577
49.015,605.909,17.758,58.31,28.563,-80.577
49.023,605.423,17.777,58.342,28.563,-80.577
49.03,604.944,17.796,58.373,28.563,-80.577
49.038,604.442,17.816,58.407,28.563,-80.577
49.046,603.946,17.836,58.44,28.563,-80.577
49.054,603.45,17.856,58.473,28.563,-80.577
49.062,602.952,17.877,58.507,28.563,-80.577
49.069,602.454,17.897,58.54,28.563,-80.577
49.077,601.957,17.917,58.574,28.563,-80.577
49.085,601.452,17.938,58.609,28.563,-80.577
49.093,600.952,17.959,58.643,28.563,-80.577
49.101,600.452,17.98,58.678,28.563,-80.577
49.109,599.951,18.001,58.713,28.563,-80.577
49.117,599.456,18.022,58.747,28.563,-80.577
49.124,598.965,18.042,58.782,28.563,-80.577
49.132,598.476,18.063,58.816,28.563,-80.577
49.14,597.989,18.083,58.85,28.563,-80.577
49.147,597.503,18.104,58.884,28.563,-80.577
49.155,597.017,18.125,58.918,28.563,-80.577
49.163,596.518,18.145,58.953,28.563,-80.577
49.171,596.018,18.166,58.987,28.563,-80.577
49.179,595.508,18.187,59.022,28.563,-80.577
49.187,594.991,18.208,59.058,28.563,-80.577
49.195,594.506,18.228,59.09,28.563,-80.577
49.203,593.99,18.249,59.125,28.563,-80.577
49.211,593.505,18.269,59.158,28.563,-80.577
49.219,592.961,18.291,59.195,28.563,-80.577
49.229,592.37,18.316,59.236,28.563,-80.577
49.238,591.763,18.341,59.277,28.563,-80.577
49.248,591.159,18.366,59.319,28.563,-80.577
49.257,590.574,18.39,59.36,28.563,-80.577
49.265,590.084,18.411,59.394,28.563,-80.577
49.274,589.53,18.434,59.433,28.563,-80.577
49.282,589.027,18.456,59.469,28.563,-80.577
49.29,588.532,18.477,59.504,28.563,-80.577
49.298,588.036,18.498,59.539,28.563,-80.577
49.306,587.541,18.52,59.574,28.563,-80.577
49.314,587.045,18.541,59.61,28.563,-80.577
49.322,586.548,18.563,59.645,28.563,-80.577
49.329,586.052,18.584,59.681,28.563,-80.577
49.337,585.555,18.606,59.716,28.563,-80.577
49.345,585.058,18.628,59.752,28.563,-80.577
49.353,584.555,18.65,59.788,28.563,-80.577
49.363,583.955,18.676,59.832,28.563,-80.577
49.372,583.377,18.701,59.874,28.563,-80.577
49.381,582.818,18.726,59.915,28.563,-80.577
49.39,582.272,18.75,59.955,28.563,-80.577
49.399,581.741,18.774,59.994,28.563,-80.577
49.407,581.22,18.797,60.032,28.563,-80.577
49.415,580.692,18.82,60.07,28.563,-80.577
49.424,580.16,18.842,60.108,28.563,-80.577
49.432,579.635,18.865,60.144,28.563,-80.577
49.444,578.948,18.894,60.192,28.563,-80.577
49.453,578.361,18.918,60.233,28.563,-80.577
49.461,577.864,18.939,60.268,28.563,-80.577
49.469,577.345,18.962,60.305,28.563,-80.577
49.478,576.809,18.985,60.344,28.563,-80.577
49.487,576.239,19.011,60.386,28.563,-80.577
49.498,575.588,19.04,60.435,28.563,-80.577
49.509,574.917,19.071,60.486,28.563,-80.577
49.519,574.261,19.101,60.536,28.563,-80.577
49.529,573.654,19.129,60.582,28.563,-80.577
49.54,572.993,19.16,60.633,28.563,-80.577
49.551,572.323,19.191,60.684,28.563,-80.577
49.562,571.645,19.223,60.736,28.563,-80.577
49.572,570.975,19.254,60.788,28.563,-80.577
49.583,570.306,19.286,60.84,28.563,-80.577
49.594,569.631,19.318,60.892,28.563,-80.577
49.605,568.943,19.351,60.946,28.563,-80.577
49.614,568.448,19.374,60.984,28.563,-80.577
49.623,567.875,19.4,61.028,28.563,-80.577
49.634,567.199,19.431,61.079,28.563,-80.577
49.643,566.654,19.455,61.12,28.563,-80.577
49.652,566.11,19.48,61.161,28.563,-80.577
49.663,565.418,19.511,61.212,28.563,-80.577
49.674,564.753,19.541,61.262,28.563,-80.577
49.685,564.056,19.573,61.314,28.563,-80.577
49.694,563.51,19.598,61.355,28.563,-80.577
49.703,562.954,19.623,61.398,28.563,-80.577
49.712,562.431,19.647,61.437,28.563,-80.577
49.72,561.908,19.672,61.477,28.563,-80.577
49.729,561.386,19.696,61.517,28.563,-80.577
49.738,560.856,19.721,61.558,28.563,-80.577
49.749,560.181,19.752,61.61,28.563,-80.577
49.76,559.489,19.785,61.664,28.563,-80.577
49.768,558.97,19.809,61.705,28.563,-80.577
49.777,558.454,19.834,61.746,28.563,-80.577
49.785,557.938,19.859,61.786,28.563,-80.577
49.794,557.424,19.883,61.827,28.563,-80.577
49.802,556.907,19.908,61.868,28.563,-80.577
49.811,556.391,19.933,61.908,28.563,-80.577
49.82,555.841,19.96,61.952,28.563,-80.577
49.829,555.287,19.987,61.997,28.563,-80.577
49.838,554.716,20.015,62.043,28.563,-80.577
49.849,554.092,20.045,62.093,28.563,-80.577
49.86,553.416,20.079,62.148,28.563,-80.577
49.87,552.835,20.107,62.195,28.563,-80.577
49.88,552.224,20.137,62.245,28.563,-80.577
49.889,551.658,20.164,62.29,28.563,-80.577
49.898,551.108,20.191,62.335,28.563,-80.577
49.907,550.58,20.217,62.377,28.563,-80.577
49.915,550.059,20.243,62.42,28.563,-80.577
49.925,549.482,20.272,62.468,28.563,-80.577
49.936,548.831,20.305,62.523,28.563,-80.577
49.947,548.163,20.339,62.58,28.563,-80.577
49.956,547.594,20.369,62.628,28.563,-80.577
49.965,547.07,20.395,62.673,28.563,-80.577
49.974,546.55,20.421,62.715,28.563,-80.577
49.982,546.025,20.447,62.757,28.563,-80.577
49.991,545.52,20.471,62.798,28.563,-80.577
50,544.982,20.497,62.84,28.563,-80.577
50.01,544.354,20.526,62.889,28.563,-80.577
50.019,543.788,20.553,62.934,28.563,-80.577
50.028,543.254,20.58,62.978,28.563,-80.577
50.037,542.723,20.607,63.023,28.563,-80.577
50.047,542.13,20.638,63.074,28.563,-80.577
50.057,541.543,20.668,63.124,28.563,-80.577
50.065,541.03,20.695,63.168,28.563,-80.577
50.074,540.516,20.722,63.212,28.563,-80.577
50.085,539.859,20.756,63.268,28.563,-80.577
50.094,539.305,20.784,63.315,28.563,-80.577
50.103,538.755,20.813,63.362,28.563,-80.577
50.113,538.189,20.842,63.41,28.563,-80.577
50.122,537.664,20.868,63.454,28.563,-80.577
50.131,537.085,20.898,63.503,28.563,-80.577
50.142,536.416,20.932,63.559,28.563,-80.577
50.154,535.754,20.966,63.614,28.563,-80.577
50.163,535.186,20.995,63.662,28.563,-80.577
50.173,534.567,21.026,63.714,28.563,-80.577
50.183,533.971,21.055,63.764,28.563,-80.577
50.192,533.454,21.081,63.807,28.563,-80.577
50.201,532.941,21.107,63.849,28.563,-80.577
50.21,532.41,21.134,63.893,28.563,-80.577
50.218,531.899,21.16,63.936,28.563,-80.577
50.227,531.376,21.187,63.98,28.563,-80.577
50.236,530.843,21.214,64.025,28.563,-80.577
50.245,530.312,21.241,64.07,28.563,-80.577
50.254,529.791,21.268,64.115,28.563,-80.577
50.263,529.208,21.298,64.165,28.563,-80.577
50.272,528.693,21.325,64.208,28.563,-80.577
50.282,528.095,21.355,64.258,28.563,-80.577
50.294,527.422,21.389,64.313,28.563,-80.577
50.305,526.753,21.422,64.368,28.563,-80.577
50.314,526.201,21.449,64.414,28.563,-80.577
50.324,525.642,21.477,64.46,28.563,-80.577
50.333,525.071,21.505,64.507,28.563,-80.577
50.343,524.485,21.534,64.555,28.563,-80.577
50.353,523.883,21.564,64.605,28.563,-80.577
50.363,523.284,21.595,64.655,28.563,-80.577
50.374,522.684,21.625,64.705,28.563,-80.577
50.384,522.083,21.656,64.755,28.563,-80.577
50.394,521.456,21.688,64.807,28.563,-80.577
50.406,520.749,21.724,64.867,28.563,-80.577
50.416,520.197,21.752,64.913,28.563,-80.577
50.425,519.648,21.78,64.959,28.563,-80.577
50.434,519.094,21.808,65.006,28.563,-80.577
50.445,518.448,21.841,65.059,28.563,-80.577
50.457,517.749,21.876,65.118,28.563,-80.577
50.467,517.165,21.906,65.167,28.563,-80.577
50.478,516.503,21.941,65.224,28.563,-80.577
50.489,515.891,21.973,65.277,28.563,-80.577
50.498,515.374,22.001,65.322,28.563,-80.577
50.507,514.825,22.03,65.371,28.563,-80.577
50.517,514.237,22.061,65.423,28.563,-80.577
50.527,513.661,22.092,65.474,28.563,-80.577
50.536,513.128,22.121,65.522,28.563,-80.577
50.546,512.555,22.152,65.574,28.563,-80.577
50.556,511.973,22.184,65.626,28.563,-80.577
50.567,511.272,22.222,65.689,28.563,-80.577
50.579,510.588,22.259,65.75,28.563,-80.577
50.591,509.92,22.295,65.809,28.563,-80.577
50.601,509.293,22.328,65.865,28.563,-80.577
50.611,508.744,22.358,65.913,28.563,-80.577
50.62,508.211,22.387,65.961,28.563,-80.577
50.63,507.584,22.421,66.017,28.563,-80.577
50.641,506.951,22.456,66.074,28.563,-80.577
50.651,506.39,22.486,66.125,28.563,-80.577
50.662,505.745,22.522,66.184,28.563,-80.577
50.673,505.084,22.559,66.244,28.563,-80.577
50.685,504.417,22.595,66.305,28.563,-80.577
50.697,503.718,22.633,66.368,28.563,-80.577
50.707,503.114,22.666,66.422,28.563,-80.577
50.716,502.585,22.694,66.469,28.563,-80.577
50.726,502.014,22.725,66.52,28.563,-80.577
50.738,501.298,22.764,66.583,28.563,-80.577
50.749,500.673,22.797,66.638,28.563,-80.577
50.759,500.066,22.83,66.691,28.563,-80.577
50.768,499.545,22.858,66.738,28.563,-80.577
50.781,498.829,22.897,66.802,28.563,-80.577
50.792,498.144,22.934,66.864,28.563,-80.577
50.805,497.423,22.973,66.929,28.563,-80.577
50.814,496.865,23.004,66.979,28.563,-80.577
50.825,496.28,23.036,67.032,28.563,-80.577
50.834,495.749,23.065,67.079,28.563,-80.577
50.843,495.216,23.093,67.127,28.563,-80.577
50.852,494.686,23.122,67.174,28.563,-80.577
50.863,494.068,23.156,67.229,28.563,-80.577
50.873,493.462,23.189,67.284,28.563,-80.577
50.884,492.834,23.223,67.341,28.563,-80.577
50.895,492.177,23.26,67.4,28.563,-80.577
50.905,491.622,23.291,67.451,28.563,-80.577
50.914,491.089,23.321,67.5,28.563,-80.577
50.924,490.549,23.351,67.55,28.563,-80.577
50.933,490.003,23.381,67.601,28.563,-80.577
50.942,489.455,23.412,67.652,28.563,-80.577
50.952,488.905,23.443,67.703,28.563,-80.577
50.962,488.323,23.475,67.756,28.563,-80.577
50.974,487.621,23.514,67.821,28.563,-80.577
50.987,486.89,23.554,67.887,28.563,-80.577
50.998,486.268,23.588,67.943,28.563,-80.577
51.01,485.579,23.625,68.005,28.563,-80.577
51.019,485.04,23.655,68.054,28.563,-80.577
51.028,484.5,23.684,68.103,28.563,-80.577
51.038,483.96,23.714,68.152,28.563,-80.577
51.047,483.433,23.743,68.2,28.563,-80.577
51.057,482.869,23.774,68.252,28.563,-80.577
51.067,482.261,23.808,68.308,28.563,-80.577
51.076,481.731,23.837,68.357,28.563,-80.577
51.086,481.198,23.867,68.406,28.563,-80.577
51.095,480.663,23.897,68.456,28.563,-80.577
51.104,480.126,23.927,68.506,28.563,-80.577
51.114,479.588,23.958,68.556,28.563,-80.577
51.123,479.057,23.987,68.606,28.563,-80.577
51.133,478.512,24.018,68.657,28.563,-80.577
51.142,477.946,24.051,68.711,28.563,-80.577
51.155,477.248,24.091,68.776,28.563,-80.577
51.166,476.571,24.129,68.84,28.563,-80.577
51.177,475.967,24.163,68.897,28.563,-80.577
51.187,475.36,24.198,68.954,28.563,-80.577
51.199,474.696,24.236,69.016,28.563,-80.577
51.209,474.127,24.268,69.07,28.563,-80.577
51.221,473.465,24.305,69.132,28.563,-80.577
51.232,472.835,24.342,69.192,28.563,-80.577
51.244,472.099,24.384,69.262,28.563,-80.577
51.255,471.481,24.42,69.321,28.563,-80.577
51.266,470.893,24.454,69.378,28.563,-80.577
51.275,470.356,24.485,69.429,28.563,-80.577
51.284,469.818,24.516,69.48,28.563,-80.577
51.295,469.233,24.549,69.535,28.563,-80.577
51.305,468.66,24.581,69.589,28.563,-80.577
51.314,468.112,24.613,69.64,28.563,-80.577
51.325,467.482,24.649,69.7,28.563,-80.577
51.337,466.834,24.686,69.762,28.563,-80.577
51.348,466.199,24.723,69.824,28.563,-80.577
51.36,465.478,24.765,69.893,28.563,-80.577
51.373,464.774,24.806,69.961,28.563,-80.577
51.383,464.211,24.838,70.015,28.563,-80.577
51.392,463.678,24.869,70.066,28.563,-80.577
51.402,463.107,24.902,70.121,28.563,-80.577
51.412,462.572,24.933,70.172,28.563,-80.577
51.421,462.036,24.964,70.224,28.563,-80.577
51.43,461.5,24.995,70.276,28.563,-80.577
51.44,460.962,25.027,70.328,28.563,-80.577
51.449,460.424,25.058,70.381,28.563,-80.577
51.459,459.89,25.09,70.434,28.563,-80.577
51.468,459.354,25.122,70.487,28.563,-80.577
51.478,458.82,25.154,70.54,28.563,-80.577
51.489,458.187,25.192,70.603,28.563,-80.577
51.499,457.603,25.227,70.662,28.563,-80.577
51.509,457.024,25.262,70.72,28.563,-80.577
51.519,456.48,25.294,70.774,28.563,-80.577
51.532,455.756,25.337,70.845,28.563,-80.577
51.544,455.052,25.379,70.914,28.563,-80.577
51.554,454.474,25.413,70.97,28.563,-80.577
51.564,453.924,25.445,71.023,28.563,-80.577
51.574,453.377,25.476,71.077,28.563,-80.577
51.584,452.765,25.513,71.137,28.563,-80.577
51.595,452.157,25.548,71.197,28.563,-80.577
51.605,451.582,25.582,71.254,28.563,-80.577
51.615,451.049,25.614,71.307,28.563,-80.577
51.627,450.349,25.656,71.377,28.563,-80.577
51.637,449.765,25.692,71.436,28.563,-80.577
51.647,449.23,25.724,71.489,28.563,-80.577
51.657,448.636,25.761,71.549,28.563,-80.577
51.668,448.059,25.795,71.607,28.563,-80.577
51.68,447.343,25.838,71.678,28.563,-80.577
51.691,446.716,25.875,71.74,28.563,-80.577
51.702,446.112,25.911,71.799,28.563,-80.577
51.713,445.491,25.947,71.86,28.563,-80.577
51.723,444.955,25.979,71.912,28.563,-80.577
51.732,444.418,26.01,71.964,28.563,-80.577
51.742,443.882,26.041,72.016,28.563,-80.577
51.751,443.346,26.073,72.068,28.563,-80.577
51.761,442.806,26.104,72.121,28.563,-80.577
51.77,442.267,26.136,72.172,28.563,-80.577
51.78,441.722,26.167,72.225,28.563,-80.577
51.79,441.177,26.198,72.277,28.563,-80.577
51.799,440.638,26.229,72.328,28.563,-80.577
51.809,440.101,26.26,72.379,28.563,-80.577
51.819,439.524,26.293,72.435,28.563,-80.577
51.831,438.873,26.331,72.498,28.563,-80.577
51.842,438.262,26.367,72.557,28.563,-80.577
51.854,437.584,26.407,72.624,28.563,-80.577
51.866,436.882,26.448,72.693,28.563,-80.577
51.876,436.32,26.482,72.749,28.563,-80.577
51.887,435.735,26.517,72.808,28.563,-80.577
51.898,435.105,26.555,72.871,28.563,-80.577
51.91,434.414,26.596,72.941,28.563,-80.577
51.922,433.75,26.637,73.008,28.563,-80.577
51.934,433.072,26.678,73.077,28.563,-80.577
51.947,432.336,26.723,73.152,28.563,-80.577
51.958,431.717,26.762,73.215,28.563,-80.577
51.968,431.162,26.795,73.272,28.563,-80.577
51.978,430.623,26.828,73.327,28.563,-80.577
51.987,430.085,26.861,73.382,28.563,-80.577
51.997,429.547,26.893,73.436,28.563,-80.577
52.007,429.005,26.926,73.491,28.563,-80.577
52.016,428.466,26.959,73.546,28.563,-80.577
52.026,427.926,26.991,73.6,28.563,-80.577
52.036,427.385,27.024,73.655,28.563,-80.577
52.045,426.844,27.057,73.71,28.563,-80.577
52.055,426.305,27.09,73.765,28.563,-80.577
52.065,425.761,27.123,73.82,28.563,-80.577
52.075,425.188,27.157,73.878,28.563,-80.577
52.086,424.547,27.196,73.942,28.563,-80.577
52.098,423.911,27.234,74.006,28.563,-80.577
52.111,423.149,27.28,74.082,28.563,-80.577
52.125,422.399,27.325,74.158,28.563,-80.577
52.135,421.86,27.358,74.213,28.563,-80.577
52.144,421.32,27.391,74.268,28.563,-80.577
52.154,420.775,27.424,74.324,28.563,-80.577
52.166,420.118,27.464,74.391,28.563,-80.577
52.177,419.503,27.502,74.455,28.563,-80.577
52.188,418.882,27.54,74.518,28.563,-80.577
52.2,418.233,27.579,74.585,28.563,-80.577
52.212,417.534,27.622,74.657,28.563,-80.577
52.222,416.978,27.656,74.714,28.563,-80.577
52.235,416.291,27.699,74.786,28.563,-80.577
52.247,415.614,27.741,74.857,28.563,-80.577
52.257,415.053,27.777,74.917,28.563,-80.577
52.27,414.324,27.823,74.994,28.563,-80.577
52.281,413.733,27.86,75.055,28.563,-80.577
52.293,413.064,27.901,75.125,28.563,-80.577
52.302,412.521,27.935,75.181,28.563,-80.577
52.315,411.838,27.977,75.251,28.563,-80.577
52.327,411.167,28.018,75.319,28.563,-80.577
52.337,410.592,28.053,75.378,28.563,-80.577
52.349,409.952,28.091,75.443,28.563,-80.577
52.359,409.349,28.128,75.503,28.563,-80.577
52.369,408.808,28.16,75.559,28.563,-80.577
52.38,408.184,28.199,75.623,28.563,-80.577
52.393,407.474,28.243,75.697,28.563,-80.577
52.405,406.821,28.283,75.766,28.563,-80.577
52.418,406.11,28.328,75.84,28.563,-80.577
52.428,405.524,28.364,75.9,28.563,-80.577
52.44,404.876,28.403,75.967,28.563,-80.577
52.452,404.243,28.441,76.032,28.563,-80.577
52.462,403.675,28.476,76.089,28.563,-80.577
52.472,403.11,28.51,76.147,28.563,-80.577
52.482,402.566,28.544,76.203,28.563,-80.577
52.492,402.004,28.579,76.261,28.563,-80.577
52.503,401.415,28.615,76.322,28.563,-80.577
52.513,400.845,28.65,76.381,28.563,-80.577
52.523,400.3,28.684,76.438,28.563,-80.577
52.533,399.73,28.719,76.496,28.563,-80.577
52.546,399.04,28.761,76.567,28.563,-80.577
52.558,398.372,28.802,76.636,28.563,-80.577
52.568,397.807,28.837,76.694,28.563,-80.577
52.579,397.212,28.873,76.755,28.563,-80.577
52.589,396.662,28.906,76.811,28.563,-80.577
52.599,396.111,28.939,76.867,28.563,-80.577
52.609,395.559,28.973,76.923,28.563,-80.577
52.619,395.006,29.006,76.979,28.563,-80.577
52.629,394.435,29.041,77.038,28.563,-80.577
52.64,393.836,29.079,77.101,28.563,-80.577
52.652,393.192,29.119,77.169,28.563,-80.577
52.663,392.58,29.157,77.233,28.563,-80.577
52.674,391.962,29.196,77.299,28.563,-80.577
52.685,391.339,29.235,77.365,28.563,-80.577
52.697,390.708,29.274,77.431,28.563,-80.577
52.708,390.073,29.314,77.498,28.563,-80.577
52.72,389.416,29.355,77.568,28.563,-80.577
52.73,388.867,29.39,77.625,28.563,-80.577
52.74,388.319,29.424,77.682,28.563,-80.577
52.75,387.758,29.458,77.741,28.563,-80.577
52.76,387.2,29.492,77.798,28.563,-80.577
52.771,386.634,29.527,77.856,28.563,-80.577
52.783,385.964,29.567,77.923,28.563,-80.577
52.797,385.201,29.612,77.998,28.563,-80.577
52.807,384.633,29.645,78.054,28.563,-80.577
52.817,384.093,29.677,78.108,28.563,-80.577
52.827,383.545,29.71,78.164,28.563,-80.577
52.839,382.902,29.75,78.23,28.563,-80.577
52.851,382.237,29.791,78.3,28.563,-80.577
52.862,381.637,29.828,78.363,28.563,-80.577
52.872,381.088,29.863,78.422,28.563,-80.577
52.882,380.536,29.897,78.481,28.563,-80.577
52.892,379.984,29.932,78.54,28.563,-80.577
52.902,379.433,29.967,78.599,28.563,-80.577
52.912,378.885,30.002,78.658,28.563,-80.577
52.922,378.337,30.037,78.717,28.563,-80.577
52.932,377.789,30.072,78.776,28.563,-80.577
52.942,377.24,30.107,78.835,28.563,-80.577
52.952,376.692,30.142,78.895,28.563,-80.577
52.962,376.142,30.176,78.954,28.563,-80.577
52.972,375.573,30.213,79.015,28.563,-80.577
52.983,375.002,30.249,79.076,28.563,-80.577
52.993,374.439,30.285,79.136,28.563,-80.577
53.003,373.886,30.32,79.195,28.563,-80.577
53.014,373.303,30.357,79.258,28.563,-80.577
53.025,372.66,30.398,79.327,28.563,-80.577
53.038,371.99,30.441,79.399,28.563,-80.577
53.05,371.316,30.484,79.472,28.563,-80.577
53.062,370.645,30.527,79.544,28.563,-80.577
53.073,370.037,30.565,79.609,28.563,-80.577
53.084,369.469,30.601,79.67,28.563,-80.577
53.094,368.909,30.636,79.729,28.563,-80.577
53.104,368.332,30.673,79.791,28.563,-80.577
53.115,367.77,30.708,79.85,28.563,-80.577
53.125,367.205,30.744,79.911,28.563,-80.577
53.135,366.631,30.78,79.973,28.563,-80.577
53.146,366.064,30.816,80.034,28.563,-80.577
53.156,365.51,30.851,80.094,28.563,-80.577
53.167,364.912,30.889,80.159,28.563,-80.577
53.181,364.159,30.937,80.239,28.563,-80.577
53.193,363.505,30.978,80.309,28.563,-80.577
53.207,362.75,31.025,80.389,28.563,-80.577
53.217,362.163,31.061,80.451,28.563,-80.577
53.231,361.434,31.107,80.528,28.563,-80.577
53.244,360.68,31.155,80.608,28.563,-80.577
53.256,360.056,31.194,80.675,28.563,-80.577
53.267,359.478,31.231,80.736,28.563,-80.577
53.277,358.914,31.266,80.796,28.563,-80.577
53.287,358.345,31.301,80.857,28.563,-80.577
53.298,357.736,31.339,80.921,28.563,-80.577
53.309,357.185,31.374,80.979,28.563,-80.577
53.319,356.617,31.409,81.04,28.563,-80.577
53.33,356.026,31.446,81.103,28.563,-80.577
53.341,355.442,31.483,81.166,28.563,-80.577
53.351,354.882,31.519,81.226,28.563,-80.577
53.361,354.331,31.554,81.286,28.563,-80.577
53.371,353.781,31.589,81.346,28.563,-80.577
53.381,353.229,31.624,81.405,28.563,-80.577
53.391,352.674,31.659,81.466,28.563,-80.577
53.402,352.113,31.695,81.526,28.563,-80.577
53.412,351.543,31.731,81.588,28.563,-80.577
53.422,350.986,31.766,81.648,28.563,-80.577
53.433,350.432,31.802,81.708,28.563,-80.577
53.443,349.881,31.837,81.768,28.563,-80.577
53.453,349.329,31.872,81.828,28.563,-80.577
53.463,348.771,31.908,81.888,28.563,-80.577
53.476,348.068,31.954,81.965,28.563,-80.577
53.488,347.444,31.994,82.034,28.563,-80.577
53.499,346.82,32.034,82.103,28.563,-80.577
53.512,346.137,32.079,82.179,28.563,-80.577
53.524,345.481,32.121,82.251,28.563,-80.577
53.536,344.841,32.163,82.322,28.563,-80.577
53.547,344.201,32.204,82.393,28.563,-80.577
53.559,343.563,32.246,82.463,28.563,-80.577
53.569,342.996,32.282,82.525,28.563,-80.577
53.58,342.428,32.318,82.585,28.563,-80.577
53.593,341.733,32.361,82.659,28.563,-80.577
53.604,341.131,32.398,82.722,28.563,-80.577
53.618,340.35,32.446,82.803,28.563,-80.577
53.632,339.579,32.493,82.884,28.563,-80.577
53.646,338.834,32.539,82.961,28.563,-80.577
53.66,338.107,32.584,83.038,28.563,-80.577
53.671,337.481,32.623,83.104,28.563,-80.577
53.684,336.779,32.666,83.178,28.563,-80.577
53.696,336.116,32.708,83.249,28.563,-80.577
53.707,335.561,32.743,83.309,28.563,-80.577
53.718,334.97,32.78,83.373,28.563,-80.577
53.728,334.387,32.817,83.436,28.563,-80.577
53.741,333.715,32.86,83.509,28.563,-80.577
53.754,332.991,32.907,83.588,28.563,-80.577
53.764,332.435,32.942,83.649,28.563,-80.577
53.775,331.88,32.977,83.709,28.563,-80.577
53.785,331.317,33.013,83.769,28.563,-80.577
53.797,330.66,33.054,83.838,28.563,-80.577
53.808,330.056,33.091,83.902,28.563,-80.577
53.82,329.416,33.13,83.969,28.563,-80.577
53.831,328.852,33.164,84.027,28.563,-80.577
53.841,328.289,33.198,84.084,28.563,-80.577
53.854,327.575,33.241,84.156,28.563,-80.577
53.865,327,33.275,84.214,28.563,-80.577
53.875,326.454,33.308,84.271,28.563,-80.577
53.885,325.892,33.343,84.33,28.563,-80.577
53.896,325.32,33.378,84.39,28.563,-80.577
53.907,324.698,33.418,84.457,28.563,-80.577
53.92,324,33.462,84.533,28.563,-80.577
53.931,323.401,33.501,84.599,28.563,-80.577
53.943,322.755,33.543,84.671,28.563,-80.577
53.954,322.176,33.58,84.736,28.563,-80.577
53.965,321.592,33.618,84.801,28.563,-80.577
53.976,321.024,33.656,84.865,28.563,-80.577
53.986,320.454,33.693,84.929,28.563,-80.577
53.997,319.869,33.732,84.995,28.563,-80.577
54.01,319.146,33.779,85.077,28.563,-80.577
54.021,318.545,33.819,85.145,28.563,-80.577
54.034,317.86,33.864,85.221,28.563,-80.577
54.045,317.29,33.9,85.285,28.563,-80.577
54.057,316.642,33.942,85.356,28.563,-80.577
